City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
483,la ronge,55.1001,-105.2842,24.14,43,75,6.17,CA,1690331680
484,princeville,45.7668,-61.2985,23.51,74,0,2.06,CA,1690331681
485,ain sefra,32.75,-0.5833,26.62,30,6,3.85,DZ,1690331681
486,ghardaia,32.4909,3.6735,33.64,9,0,1.54,DZ,1690331682
487,siwa oasis,29.2041,25.5195,27.36,40,0,3.35,EG,1690331682
488,tomatlan,19.9333,-105.25,26.82,83,100,0.73,MX,1690331683
489,pinheiral,-22.5128,-44.0006,17.56,70,7,0.66,BR,1690331683
490,zaozersk,69.4005,32.4476,9.47,96,95,1.21,RU,1690331683
491,campos belos,-13.0367,-46.7717,23.96,34,91,0.93,BR,1690331683
492,rawson,-43.3002,-65.1023,7.14,80,39,9.61,AR,1690331684
493,hastings,50.8552,0.5729,14.02,28,13,2.74,GB,1690331684
494,nakamura,32.9833,132.9333,31.12,63,0,1.69,JP,1690331571
495,tabou,4.423,-7.3528,24.32,91,100,3.29,CI,1690331685
496,besozzo,45.852,8.6692,20.03,71,12,4.34,IT,1690331686
497,waupun,43.6333,-88.7296,30.79,55,65,5.6,US,1690331686
498,dakhla,23.6848,-15.958,19.95,89,7,10.02,EH,1690331686
499,champoton,19.35,-90.7167,28.73,74,68,5.29,MX,1690331687
500,staraya russa,57.9944,31.3608,14.19,99,51,1.64,RU,1690331687
501,lata,40.1629,-8.3327,15.6,92,0,1.12,PT,1690331688
502,galveston,29.3669,-94.9669,33.06,69,0,4.12,US,1690331688
503,saint-francois,46.4154,3.9054,11.69,94,0,1.03,FR,1690331689
504,campoverde,-8.4753,-74.8058,28.83,59,45,0.73,PE,1690331689
505,guane,22.2025,-84.0875,23.81,85,100,4.13,CU,1690331689
506,bratslav,48.8226,28.9407,18.93,84,100,3.72,UA,1690331690
507,pokhara,28.2333,83.9833,22.57,89,100,1.36,NP,1690331690
508,franklin,39.9667,-83.0166,27.46,71,20,2.57,US,1690331690
509,gorontalo,0.5412,123.0595,28.5,72,89,3.83,ID,1690331691
510,grand falls-windsor,48.9332,-55.6649,16.7,92,10,1.8,CA,1690331692
511,kotovo,50.3211,44.8012,19.42,56,86,2.54,RU,1690331692
512,debre tabor,11.85,38.0167,12.31,91,100,1.2,ET,1690331692
513,tongliao,43.6125,122.2653,28.36,61,2,5.23,CN,1690331692
514,port macquarie,-31.4333,152.9167,18.27,52,59,2.15,AU,1690331693
515,severo-yeniseyskiy,60.3725,93.0408,18.24,86,97,0.57,RU,1690331693
516,cidade velha,14.9167,-23.6167,26.26,83,75,5.66,CV,1690331693
517,sheopur,25.6667,76.7,29.64,74,100,2.49,IN,1690331693
518,mana,5.6592,-53.7767,25.97,86,89,3.61,GF,1690331694
519,watertown,42.3709,-71.1828,21.19,90,100,5.14,US,1690331580
520,rikaze,29.25,88.8833,12.7,70,100,3.52,CN,1690331695
521,ixtapa,20.7,-105.2,28.57,84,100,2.06,MX,1690331695
522,labuan,5.2767,115.2417,28.2,83,20,1.03,MY,1690331696
523,praia da vitoria,38.7333,-27.0667,22.14,88,75,4.35,PT,1690331696
524,tindouf,27.6711,-8.1474,28.25,26,0,8.75,DZ,1690331696
525,baiyin,36.5583,104.2081,25.07,45,95,1.66,CN,1690331675
526,saint-paul,-21.0096,55.2707,20.06,87,3,0.45,RE,1690331697
527,itaituba,-4.2761,-55.9836,24.98,57,8,0.45,BR,1690331697
528,forquilhinha,-28.7475,-49.4722,16.9,98,100,0.12,BR,1690331698
529,diplo,24.4667,69.584,28.46,81,100,4.12,PK,1690331698
530,nabire,-3.3667,135.4833,27.56,77,82,1.8,ID,1690331698
531,nafplio,37.5683,22.8053,29.83,30,0,2.02,GR,1690331699
532,revda,56.801,59.9303,15.68,70,100,1.57,RU,1690331681
533,khandyga,62.6667,135.6,21.9,62,58,1.48,RU,1690331700
534,isangel,-19.55,169.2667,24.06,69,75,2.57,VU,1690331700
535,chagoda,59.164,35.3285,13.82,99,80,2.42,RU,1690331700
536,oyonnax,46.2592,5.6573,12.4,94,16,1.02,FR,1690331701
537,caleta de carquin,-11.0925,-77.6267,20.0,82,15,5.03,PE,1690331701
538,damara,4.9608,18.7035,21.54,97,100,1.19,CF,1690331701
539,nova vicosa,-17.8919,-39.3719,21.94,89,67,5.06,BR,1690331702
540,veinticinco de mayo,-35.4323,-60.1727,11.1,86,100,1.34,AR,1690331702
541,inhambane,-23.865,35.3833,16.56,71,10,2.07,MZ,1690331703
542,malvan,16.0667,73.4667,25.38,90,100,7.49,IN,1690331612
543,shahr-e babak,30.1165,55.1186,25.39,23,6,2.08,IR,1690331704
544,plettenberg bay,-34.0527,23.3716,12.69,45,0,1.83,ZA,1690331587
545,mermoz boabab,14.7065,-17.4758,29.88,74,75,3.08,SN,1690331704
546,sao jose da coroa grande,-8.8978,-35.1478,23.68,83,72,4.17,BR,1690331705
547,wahpeton,46.2652,-96.6059,28.4,69,40,3.09,US,1690331705
548,lugoba,-6.45,38.3333,18.96,83,44,1.64,TZ,1690331705
549,piacabucu,-10.4056,-36.4344,23.2,84,39,4.05,BR,1690331705
550,tiszaujvaros,47.9333,21.0833,17.32,94,70,1.68,HU,1690331706
551,chiredzi,-21.05,31.6667,15.36,77,31,2.4,ZW,1690331706
552,berdigestyakh,62.0989,126.6992,22.28,33,6,3.44,RU,1690331423
553,teknaf,20.8624,92.3058,26.99,88,100,6.37,BD,1690331707
554,cold lake,54.4502,-110.2017,23.97,46,40,5.14,CA,1690331707
555,hue,16.4667,107.6,27.06,83,40,2.06,VN,1690331623
556,mao,39.8885,4.2658,24.31,64,75,5.14,ES,1690331708
557,alandi,18.6667,73.9,22.14,96,100,3.08,IN,1690331708
558,general villegas,-35.0328,-63.0125,7.46,88,0,2.59,AR,1690331708
559,panningen,51.3288,5.9819,14.39,84,100,2.86,NL,1690331709
560,palora,-1.7,-77.9333,20.16,92,97,1.45,EC,1690331709
561,ndola,-12.9587,28.6366,13.24,50,2,3.42,ZM,1690331710
562,hailey,43.5196,-114.3153,28.78,20,0,4.47,US,1690331661
563,nuku'alofa,-21.1333,-175.2,23.19,60,75,3.09,TO,1690331441
564,lucapa,-8.4192,20.7447,19.87,43,8,1.33,AO,1690331710
565,kurtamysh,54.9103,64.4319,18.14,68,94,1.74,RU,1690331711
566,vadso,70.0744,29.7487,9.49,93,100,3.09,NO,1690331712
567,salinas,36.6777,-121.6555,32.34,58,0,5.66,US,1690331713
